"PO Report FY2013",,,,,
"Please note that this report contains individual line items for each purchase order.",,,,,
,,,,,
"PO Number","Agency","Commodity","Vendor Name","Ordered DAte","PO amount"
"PO481283","OFFICE OF THE D.C. AUDITOR","2085495:WEBSITE DEVELOPMENT TOOL SOFTWARE","Antoine Fagan",17-Sep-13,167.76
"PO481284","OFFICE OF THE D.C. AUDITOR","9563540:MAGAZINES, INTERNET","REED ELSEVIER INCORPORATED",17-Sep-13,"1,275.00"
"PO481285","OFFICE OF THE D.C. AUDITOR","6003850:COPIERS, COLOR, NEW","CENTRIC BUSINESS SYSTEMS",17-Sep-13,849.84
"PO481286","OFFICE OF THE D.C. AUDITOR","6008043:INK, POSTAGE METER","FRIDEN NEOPOST",17-Sep-13,210
"PO481287","OFFICE OF THE D.C. AUDITOR","2085345:SOFTWARE, MICROCOMPUTER, INTEGRATED, APPLE COMPATIBLE, LATEST RELEASE OR VERSION LISTED","ABC TECHNICAL SOLUTIONS INC",17-Sep-13,"2,251.82"
"PO481288","OFFICE OF THE D.C. AUDITOR","2089442:SOFTWARE, MICROCOMPUTER, WORDPROCESSING, IBM COMPATIBLE, LATEST RELEASE OR VERSION LISTED","ABC TECHNICAL SOLUTIONS INC",17-Sep-13,124
"PO481289","OFFICE OF THE D.C. AUDITOR","9855450:MAILING MACHINES, RENTAL OR LEASE","FRIDEN NEOPOST",17-Sep-13,133.5
"PO481290","HOMELAND SECURITY/EMERGENCY MANAGEMENT","9151400:Broadcasting Services, Radio","INFINITY RADIO DBA/WLZL RADIO",17-Sep-13,"7,960.00"
"PO481291","OFFICE OF THE D.C. AUDITOR","2046458:FAX SERVERS, NETWORK, TOKEN RING","ABC TECHNICAL SOLUTIONS INC",17-Sep-13,"1,237.00"
"PO481293","OFFICE OF THE D.C. AUDITOR","9362300:Door Automatic Operator Installation, Maintenance and Repair","717 14TH STREET LLC",17-Sep-13,920
"PO481294-V2","OFFICE OF THE D.C. AUDITOR","9248600:Vocational Training, All Types  (Including Vocational Rehabilitation and Technical Education)","CCH INCORPORATED",25-Sep-13,0
"PO481296","OFFICE OF THE D.C. AUDITOR","9105435:PAINTING SERVICES","717 14TH STREET LLC",17-Sep-13,"1,750.00"
"PO481297","OFFICE OF THE D.C. AUDITOR","9635700:Postage Related Purchases (Incl. Postage Stamps, Pre-Sort 1st Class Inscriptions, Postage by Phone for Meters, etc.)","US POSTAL SERVICE",17-Sep-13,"2,500.00"
"PO481298","OFFICE OF THE D.C. AUDITOR","9204584:TECHNICAL SUPPORT, ONLINE ELECTRONIC","COMCAST CORPORATION",17-Sep-13,"3,136.00"
"PO481299","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9621600:Bus Transportation Services, School","CAPITOL ENTERTAINMENT",17-Sep-13,"7,866.00"
"PO481300","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","PLANNED PARENTHOOD OF METRO WA",18-Sep-13,"375,000.00"
"PO481301","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","MARY'S CTR MATERNAL CHILD CARE",17-Sep-13,"300,000.00"
"PO481302","DEPARTMENT OF TRANSPORTATION","9982000:Buses, Transit and School","CRISWELL CHEVEROLET, INC.",20-Sep-13,"79,445.23"
"PO481303","OFFICE OF PEOPLE'S COUNSEL","2001076:SHIRTS, GOLF, POLO TYPE, JERSEY KNIT, LONG SLEEVE","LANDS END INC",17-Sep-13,549.95
"PO481304","CITY ADMINISTRATOR / DEPUTY MAYOR","9625800:Professional Services (Not Otherwise Classified)","Capital Services and Supplies",17-Sep-13,"50,453.97"
"PO481305","DEPARTMENT OF PUBLIC WORKS","8402710:CARTS, AUDIO/VIDEO, TV/MONITOR, INDUSTRIAL GRADE","MVS, Inc.",17-Sep-13,"4,992.13"
"PO481308","OFFICE OF UNIFIED COMMUNICATIONS","4206429:CHAIRS, CONFERENCE OR SIDE, WOOD","Capital Services and Supplies",17-Sep-13,"1,850.00"
"PO481309","OFFICE OF CHIEF TECHNOLOGY OFFICER","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",17-Sep-13,"3,248.40"
"PO481310","CITY ADMINISTRATOR / DEPUTY MAYOR","9625800:Professional Services (Not Otherwise Classified)","THE BUREAU OF NATIONAL AFFAIRS",17-Sep-13,"3,553.36"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2077288:TONER CARTRIDGES, INKJET PRINTER","OFFICE DEPOT",17-Sep-13,"5,787.55"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2077550:PANEL, PROJECTION, FOR USE WITH OVERHEAD PROJECTOR AND COMPUTER","OFFICE DEPOT",17-Sep-13,"14,236.20"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","TRIPODS, CAMERA","OFFICE DEPOT",17-Sep-13,"2,999.50"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2077561:PROJECTORS, LCD (COMPUTER)","OFFICE DEPOT",17-Sep-13,"12,461.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2047659:PRINTERS, INKJET, BRAND AND MODEL LISTED OR EQUAL","OFFICE DEPOT",17-Sep-13,"5,399.70"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","WRIST ROLLER/MOUSE PAD/LAP BOARD, COMPUTER, A PATENTED UNIQUE WRIST REST DESIGNED FOR USE WITH A LAP BOARD FOR THE SMALL WORK STATION THAT HAS NO SPACE FOR MOUSE USE","OFFICE DEPOT",17-Sep-13,108.8
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","0504092:PAPER, ART, ALL PURPOSE, 100% SULFITE","OFFICE DEPOT",17-Sep-13,"7,410.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","8033900:Microphones and Related Equipment (Not Wireless Systems): Chestsets, Earphones, Handsets, Headphones, etc.","OFFICE DEPOT",17-Sep-13,"1,999.60"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7857611:BOOK, SCRAP","OFFICE DEPOT",17-Sep-13,112.5
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2079100:Tools, Computer","OFFICE DEPOT",17-Sep-13,"2,997.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6553535:CAMERA, DIGITAL, BRAND LISTED OR EQUAL","OFFICE DEPOT",17-Sep-13,"69,958.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6209080:MAGIC MARKERS, 12 COLOR SETS","OFFICE DEPOT",17-Sep-13,"2,055.09"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","CHALK, CHARCOAL, PASTELS, PENCILS","OFFICE DEPOT",17-Sep-13,"3,031.90"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2043525:DISK DRIVES, HARD DRIVE","OFFICE DEPOT",17-Sep-13,"1,799.90"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2073062:DIGITAL VIDEO DISC (DVD), REWRITABLE MEDIA","OFFICE DEPOT",17-Sep-13,"3,804.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853019:CRAYONS, WAX, STANDARD ROUND SIZE, (APPROX. 3-1/2 IN. X 5/16 IN.), NON-TOXIC PERMANENT, WATERPROOF, ASSORTED COLORS","OFFICE DEPOT",17-Sep-13,"2,296.84"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7854552:PAPER, CONSTRUCTION, 60% SULFITE, 40% GROUNDWOOD, EXCELLENT FOLDING QUALITY, SEALED IN POLYWRAP","OFFICE DEPOT",17-Sep-13,"1,063.04"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","5754751:PAPER, PRINT, FOR USE IN STARVIEW ORACLE AND IMT-150 READER/PRINTER EKTAMATE 150PAPER, PHOTO THERMOGRAPHIC (DRY PROCESS)","OFFICE DEPOT",17-Sep-13,"2,098.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7854554:PAPER, DRAWING, SCHOOLROOM","OFFICE DEPOT",17-Sep-13,"2,742.06"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6551515:ACCESSORIES, CAMERA","OFFICE DEPOT",17-Sep-13,"4,583.00"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7851533:BOARDS, DRY ERASE, RADIUS-EDGED, VINYL FRAME, 10 IN. MARKER TRAY, MAY BE HUNG EITHER WAY","OFFICE DEPOT",17-Sep-13,"1,807.80"
"PO481311","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","0504061:PAINT, CASEIN COLORS, TUBES","OFFICE DEPOT",17-Sep-13,"1,184.55"
"PO481312","DEPARTMENT OF FORENSICS SCIENCES","4503100:Flashlights and Spotlights, Security Type","HORIBA Instruments Inc.",17-Sep-13,"53,004.00"
"PO481313","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9183800:Education and Training Consulting","COMMUNITY FAMILY LIFE SERVICE,",17-Sep-13,"8,414.00"
"PO481314","DC NATIONAL GUARD","9246031:CLASSES, SEMINARS AND WORKSHOPS (NOT FOR CREDIT)","MFRI",19-Sep-13,0
"PO481315","DC NATIONAL GUARD","2045457:MICROCOMPUTERS, NOTEBOOK","Dell Computer Corp.",17-Sep-13,"13,885.68"
"PO481316","DC NATIONAL GUARD","2047753:PARTS AND ACCESSORIES, LASERJET PRINTER","LASER ART INC",17-Sep-13,"1,698.57"
"PO481316","DC NATIONAL GUARD","2047761:PRINTERS, LASER COLOR","LASER ART INC",17-Sep-13,"4,243.00"
"PO481316","DC NATIONAL GUARD","2077232:CARTRIDGES, INK, HEWLETT PACKARD, INKJET","LASER ART INC",17-Sep-13,"3,335.28"
"PO481316","DC NATIONAL GUARD","2077984:TONER CARTRIDGES, LASER JET PRINTER, REMANUFACTURED","LASER ART INC",17-Sep-13,166
"PO481317","DC NATIONAL GUARD","2068400:Scanners, Document: Handheld, Desktop, and High Volume","LASER ART INC",17-Sep-13,"2,836.95"
"PO481317","DC NATIONAL GUARD","2047761:PRINTERS, LASER COLOR","LASER ART INC",17-Sep-13,"3,444.96"
"PO481317","DC NATIONAL GUARD","2077984:TONER CARTRIDGES, LASER JET PRINTER, REMANUFACTURED","LASER ART INC",17-Sep-13,"2,866.55"
"PO481317","DC NATIONAL GUARD","2047753:PARTS AND ACCESSORIES, LASERJET PRINTER","LASER ART INC",17-Sep-13,837.55
"PO481318","DC NATIONAL GUARD","6003732:COPY BOARDS, ELECTRONIC","SHARP ELECTRONICS CORPORATION",17-Sep-13,"29,142.00"
"PO481319","DC NATIONAL GUARD","9628600:Transportation of Goods and other Freight Services","BEST BUY GOV, LLC",19-Sep-13,73.53
"PO481319","DC NATIONAL GUARD","8406248:TELEVISION, HDTV, COLOR, W/REMOTE CONTROL","BEST BUY GOV, LLC",19-Sep-13,"1,249.85"
"PO481320","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","National Hand Dance Associatio",17-Sep-13,"6,500.00"
"PO481321","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","DEIRDRE T. EHLEN",17-Sep-13,"55,000.00"
"PO481322","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","D.C. JEWISH COMMUNITY CENTER",17-Sep-13,"8,000.00"
"PO481323","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","Jarrett Ferrier",17-Sep-13,"11,800.00"
"PO481324","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","MAYBELLE TAYLOR BENNETT",17-Sep-13,"6,500.00"
"PO481325","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","INTERNATIONAL CAPOEIRA ANGOLA",17-Sep-13,"6,500.00"
"PO481326","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","DOUBLE NICKELS THEATRE COMPANY",17-Sep-13,"6,500.00"
"PO481327","CHILD AND FAMILY SERVICES","2068600:Scanners and Readers, Optical Character: Bar Code, Remittance Scanner/Processors, etc.","MERIDIAN IMAGING SOLUTIONS",17-Sep-13,"14,476.00"
"PO481328","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9105435:PAINTING SERVICES","VEF-VN CAPITOL PLAZA I LLC",17-Sep-13,"6,655.00"
"PO481329","DEPARTMENT OF CORRECTIONS","9362500:Electrical Equipment (Except Cable and Wires, and Lighting Fixtures) Maintenance and Repair","ABM Electrical Power Solutions",17-Sep-13,"15,960.00"
"PO481330","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9183800:Education and Training Consulting","BRASS TACKS, LLC",17-Sep-13,"7,100.00"
"PO481331","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9628800:Travel, Non-Local (Scheduled and Unscheduled), Provided by Third Party (Incl. Commercial Airplane Travel and Helicopter Services)","MIZELL TRAVEL AGENCY",17-Sep-13,"1,132.00"
"PO481331","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9751440:AUTOMOBILE RENTAL OR LEASE SERVICES","MIZELL TRAVEL AGENCY",17-Sep-13,77.72
"PO481332","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","CHRISTOPHER W SABBATINI",17-Sep-13,"9,950.00"
"PO481333-V2","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","EAST OF THE RIVER COMM DEV COR",24-Sep-13,0
"PO481334","OFFICE OF THE ATTORNEY GENERAL","4255446:KEYBOARD SUPPORT MECHANISM AND PLATFORM, ARTICULATING","METROPOLITAN OFFICE PRODUCTS",17-Sep-13,"1,019.97"
"PO481335","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","8309500:Recycled Tanks, Accessories and Supplies","FOLLETT EDUCATIONAL SERVICES",17-Sep-13,"1,950.03"
"PO481336","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","INNOVATIVE LEARNING CONCEPTS",17-Sep-13,"16,706.00"
"PO481337","OFFICE OF THE ATTORNEY GENERAL","6453337:PAPER, COPIER, MULTI-PURPOSE","LASER ART INC",17-Sep-13,"14,040.00"
"PO481338","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9240500:Advisory Services, Educational","Rosetta Stone, LTD.",17-Sep-13,349
"PO481339","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9240500:Advisory Services, Educational","HOUGHTON MIFFLIN CO INC",17-Sep-13,"2,115.15"
"PO481340","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158600:Textbooks: 6th thru 8th Grade (Includes Student and Teacher Editions)","HOUGHTON MIFFLIN CO INC",17-Sep-13,"12,800.00"
"PO481341","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158500:Textbooks: Kindergarten thru 5th Grade (Includes Student and Teacher Editions)","HOUGHTON MIFFLIN CO INC",17-Sep-13,"99,990.00"
"PO481342","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7158700:Textbooks: 9th thru 12th Grade (Includes Student and Teacher Editions)","PEARSON EDUCATION, INC.",17-Sep-13,"5,533.52"
"PO481343","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","SCHOOL HEALTH CORPORATION",17-Sep-13,"33,183.23"
"PO481344","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9611500:Concessions, Catering, Vending: Mobile and Stationary","GREAT AMERICAN CORP",17-Sep-13,802
"PO481345","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2094400:Educational: Foreign Languages, Math, Science, Social Studies, etc.","AMERICAN READING COMPANY",17-Sep-13,224.75
"PO481345","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","5258055:LIBRARY SUPPLIES, MISCELLANEOUS (BRAND LISTED OR EQUAL)","AMERICAN READING COMPANY",17-Sep-13,"6,196.08"
"PO481346","DEPARTMENT OF MENTAL HEALTH","2045340:MICROCOMPUTERS, DESKTOP","Dell Computer Corp.",17-Sep-13,"320,612.00"
"PO481348","OFFICE OF CHIEF TECHNOLOGY OFFICER","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","OST, Inc.",17-Sep-13,"14,793.72"
"PO481349","DEPARTMENT OF FORENSICS SCIENCES","7158300:Textbooks, Adult Education","TAYLOR & FRANCIS GROUP LLC",17-Sep-13,"17,484.47"
"PO481350","DC PUBLIC LIBRARY","9525345:HOUSEKEEPING SERVICES INCLUDING EQUIPMENT, PERSONNEL, SUPPLIES, AND MANAGEMENT FOR THE NORTHWEST OHIO DEVELOPMENTAL CENTER","General Merchandise Supplies",17-Sep-13,"11,679.00"
"PO481351","DC PUBLIC LIBRARY","9364000:Hand Tools, Powered, All Kinds, Maintenance and Repair (Including Electrical and Hydraulic)","W W GRAINGER INC",18-Sep-13,"3,000.00"
"PO481353","DEPARTMENT OF HEALTH CARE FINANCE","5783100:Display and Showroom Equipment and Supplies  (Including Exhibit Booths)","AdBox Promo Agency",18-Sep-13,"3,350.00"
"PO481355","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"2,310.00"
"PO481356","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,180.00"
"PO481357","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"1,560.00"
"PO481360","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,405.00"
"PO481361","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"1,440.00"
"PO481362","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"1,440.00"
"PO481363","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,750.00"
"PO481366","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"1,080.00"
"PO481368","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","GABRIEL SIBLEY",18-Sep-13,"3,915.00"
"PO481369","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","PETER JONES",18-Sep-13,"2,875.00"
"PO481371","DEPARTMENT OF FORENSICS SCIENCES","1751375:CHEMICALS, LABORATORY, REAGENTS","SIGMA ALDRICH, INC.",18-Sep-13,"4,008.46"
"PO481372","OFFICE OF CABLE TV","9150600:Audio Production","INGCO International, Inc.",18-Sep-13,"13,000.00"
"PO481373","DC PUBLIC LIBRARY","4856500:Janitorial Equipment and Supplies (Not Otherwise Classified)","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",18-Sep-13,"2,413.15"
"PO481374","DC PUBLIC LIBRARY","2086775:SOFTWARE, MICROCOMPUTER, SUBSCRIPTIONS","APPLE COMPUTER INC",18-Sep-13,"60,720.00"
"PO481375","DC PUBLIC LIBRARY","9101317:ELEVATOR MAINTENANCE AND REPAIR SERVICES","CENTURY ELEVATOR INC.",18-Sep-13,"23,926.00"
"PO481376","DEPARTMENT OF FORENSICS SCIENCES","1150515:ASSAY KITS","BIO RAD LABORATORIES INC.",18-Sep-13,"3,367.00"
"PO481377","DEPARTMENT OF FORENSICS SCIENCES","6804876:SUPPLIES, FINGERPRINT","Safariland LLC",18-Sep-13,"8,042.96"
"PO481378","CITY ADMINISTRATOR / DEPUTY MAYOR","9625800:Professional Services (Not Otherwise Classified)","GALLAUDET UNIVERSITY",18-Sep-13,"31,748.00"
"PO481379","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","DELTA EDUCATION, INC.",18-Sep-13,"133,879.37"
"PO481380","DC PUBLIC LIBRARY","9614500:Inspection and Certification Services","OMNI ELEVATOR INSPECTION SVS",18-Sep-13,"15,075.00"
"PO481381","OFFICE OF THE D.C. AUDITOR","2041924:BOARDS, FAX, MICROCOMPUTER","ABC TECHNICAL SOLUTIONS INC",18-Sep-13,"6,856.21"
"PO481382","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9625800:Professional Services (Not Otherwise Classified)","MVS, Inc.",18-Sep-13,"15,467.50"
"PO481383","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9204584:TECHNICAL SUPPORT, ONLINE ELECTRONIC","Florida Virtual School",18-Sep-13,"8,000.00"
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3055733:GUIDES, LETTERING, FOR TECHNICAL PENS, UPPER & LOWER CASE LETTERS, NUMERALS, CHARACTERS","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,320
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2094800:Games: Adventure, Board, Puzzles, Strategy, etc.(See 037-84; 208-47; 785-53; and 805-51 for other type games)","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,60
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3600522:ADHESIVE, TILE","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,330
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7255522:CARD PROGRAM BOARD AND CARDS","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,144
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","5552024:BOARDS, STENCIL","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,280
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","5252028:CARDS, BOOK","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,228
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7851533:BOARDS, DRY ERASE, RADIUS-EDGED, VINYL FRAME, 10 IN. MARKER TRAY, MAY BE HUNG EITHER WAY","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,700
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","3055309:BOARDS, POSTER, ASSORTED COLORS","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,16
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","PRINTS, FRAMED MOTIVATIONAL, 22 IN. X 28 IN.","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,77
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9661150:PRINTING OF POST CARDS (POSTAGE ADDED TO INVOICE)","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,346
"PO481384","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","6457135:PAPER, POSTER, ROLL","WILSON LANGUAGE TRAINING CORP.",18-Sep-13,66
"PO481385","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","DIANE C QUINN",18-Sep-13,"3,430.00"
"PO481386","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,405.00"
"PO481387","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,750.00"
"PO481388","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,750.00"
"PO481390","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"2,205.00"
"PO481391","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","GREEN BRILLIANCE LLC",18-Sep-13,"9,750.00"
"PO481392-V2","DEPARTMENT OF TRANSPORTATION","9132700:Construction, Highway and Road","Bay Town Painting, Inc",19-Sep-13,"54,000.00"
"PO481393","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","Broughton Construction",18-Sep-13,"306,577.94"
"PO481394","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","Broughton Construction",18-Sep-13,"143,422.06"
"PO481395","OFFICE OF PEOPLE'S COUNSEL","9105435:PAINTING SERVICES","Capital Services and Supplies",18-Sep-13,"1,380.00"
"PO481396","OFFICE OF PEOPLE'S COUNSEL","9105435:PAINTING SERVICES","Capital Services and Supplies",18-Sep-13,"2,400.00"
"PO481397","DEPART OF YOUTH REHABILITATION SERVICES","1656035:OVENS, CONVECTION-STEAMER COMBINATION, COMMERCIAL","CURTIS EQUIPMENT INC.",18-Sep-13,"20,873.00"
"PO481398-V3","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",23-Sep-13,"9,633.12"
"PO481399","DEPARTMENT OF GENERAL SERVICES","9092200:Building Construction, Non-Residential (Office Bldg., etc.)","North Capitol Partners,Inc",18-Sep-13,"60,531.05"
"PO481401","CITY ADMINISTRATOR / DEPUTY MAYOR","7151023:BOOKS, COMPUTER, DOCUMENT","APPLE COMPUTER INC",18-Sep-13,"1,370.00"
"PO481402","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",18-Sep-13,"9,708.48"
"PO481403","CRIMINAL JUSTICE COORDINATING COUNCIL","2043525:DISK DRIVES, HARD DRIVE","HI-TECH SOLUTION, INC.",18-Sep-13,"11,392.87"
"PO481404","OFFICE OF MUNICIPAL PLANNING","9189200:Urban Planning Consulting","ZIMMER GUNSUL FRASCA PRTN.",18-Sep-13,"12,875.00"
"PO481405","DEPT. OF CONSUMER AND REGULATORY AFFAIRS","9180600:Administrative Consulting","OST, Inc.",18-Sep-13,"186,829.50"
"PO481407","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",18-Sep-13,"6,588.00"
"PO481408","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SOLAR SOLUTIONS, LLC",18-Sep-13,"9,750.00"
"PO481410","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"1,440.00"
"PO481411","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","ASTRUM SOLAR INC",18-Sep-13,"2,250.00"
"PO481412","DISTRICT DEPARTMENT OF THE ENVIRONMENT","9625800:Professional Services (Not Otherwise Classified)","SolarCity Corporation",18-Sep-13,"1,560.00"
"PO481413","DEPARTMENT OF CORRECTIONS","9158200:Video Production","JobView, LLC",18-Sep-13,"59,200.00"
"PO481416","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","8309500:Recycled Tanks, Accessories and Supplies","SCHOOL SPECIALTY",18-Sep-13,"1,165.08"
"PO481418","OFFICE OF MUNICIPAL PLANNING","9189200:Urban Planning Consulting","NOMA IMPROVEMENT ASSOCIATION",18-Sep-13,"25,000.00"
"PO481419","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","DYNAMIC CONCEPTS INC",18-Sep-13,"65,560.00"
